imdb_id,title,tagline,overview,poster_path,popularity,vote_average,vote_count
tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.","When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,11.700115,6.2,192
tt0113118,Friday,A lot can go down between thursday and saturday...,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,14.56965,7.0,513
tt0116367,From Dusk Till Dawn,One night is all that stands between them and freedom. But it's going to be a hell of a night.,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,15.339153,6.9,1644
tt0114367,Screamers,The last scream you hear will be your own.,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,12.758848,6.1,154
tt0115759,Broken Arrow,Prepare to Go Ballistic.,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,14.957626,5.7,459
tt0113247,La Haine,Three Young Friends... One Last Chance.,"Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said -- a Jew, African, and an Arab -- give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point. La Haine means Hate.",/jTzBED0leGPwWDqNewye11qzJgd.jpg,12.108196,7.9,695
tt0112573,Braveheart,Every man dies. Not every man truly lives.,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,20.755149,7.7,3404
tt0075314,Taxi Driver,"On every street in every city, there's a nobody who dreams of being a somebody.","A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg,14.092713,8.1,2632
tt0113326,Rumble in the Bronx,No Fear. No Stuntman. No Equal.,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg,12.314278,6.5,245
tt0112384,Apollo 13,"Houston, we have a problem.","The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,18.761467,7.3,1637
tt0114287,Rob Roy,Honor made him a man. Courage made him a hero. History made him a legend.,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,10.193549,6.5,151
tt0112462,Batman Forever,"Courage now, truth always...","The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,13.321354,5.2,1529
tt0061395,Belle de Jour,Luis Bunuel's Masterpiece of Erotica!,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg,10.142662,7.3,163
tt0112642,Casper,Get an afterlife,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,12.812539,6.0,1045
tt0112864,Die Hard: With a Vengeance,Think fast. Look alive. Die hard.,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,15.138855,6.9,2094
tt0113071,First Knight,Their greatest battle would be for her love.,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,15.178338,5.9,319
tt0113243,Hackers,"There is no right or wrong, only fun and boring","Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",/uu62T87qkLkapeuu7ArlnQ6tAap.jpg,14.810519,6.2,406
tt0113481,Johnny Mnemonic,The hottest data on earth. In the coolest head in town.,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.  In a dystopian 2021, Johnny (Keanu Reeves) is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits - and will kill him if the data is not removed in time - but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg,11.715868,5.5,380
tt0113957,The Net,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.","Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ...",/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg,13.304342,5.6,359
tt0114194,The Prophecy,"On ancient ground, at the edge of the world, an evil born in heaven is about to be unleashed on earth.","The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.",/A3aYGp8LLxuFdzG2ETnhfbWPk7h.jpg,10.187623,6.4,139
tt0114436,Showgirls,Beyond your wildest dreams. Beyond your wildest fantasies.,A young drifter named Nomi arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become a top showgirl.,/7O2SxrsXYaGFZ5cZgJF0Ab5SV5J.jpg,17.502375,4.9,261
tt0114508,Species,Our time is up.,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",/94P6kzKH8aPmQmPr9yZjgy7BtQQ.jpg,13.492845,5.5,457
tt0114558,Strange Days,You know you want it.,"Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?",/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg,11.223055,6.8,334
tt0114898,Waterworld,Beyond the horizon lies the secret to a new beginning.,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",/yordVJcPLh3VNRL7bXzFIBEhXRr.jpg,16.885184,5.9,1017
tt0112471,Before Sunrise,Can the greatest romance of your life last only one night?,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",/jsQy4ZbPHA8hE2O6QU05PpofI61.jpg,11.304979,7.7,984
tt0109445,Clerks,Just because they serve you doesn't mean they like you.,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",/dmNytzvQTjylI83qrgDoS1KQ0ev.jpg,10.513367,7.4,769
tt0109635,Disclosure,Sex Is Power.,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",/qbwcjmHnXkeE8l7wNBsdnlrp3J4.jpg,11.812244,5.9,217
tt0109707,Ed Wood,"When it came to making bad movies, Ed Wood was the best.","The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",/9qBe2sUDyY2dFH1iHq0SZb1G4QG.jpg,11.720358,7.3,639
tt0113198,A Goofy Movie,It's the story of a father who couldn't be closer...to driving his son crazy.,"Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.",/bycmMhO3iIoEDzP768sUjq2RV4T.jpg,10.177977,6.7,404
tt0110148,Interview with the Vampire,Drink from me and live forever,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",/hldXwwViSfHJS0kIJr07KBGmHJI.jpg,11.970205,7.2,1558
tt0076759,Star Wars,"A long time ago in a galaxy far, far away...",Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,/btTdmkgIvOi0FFip1sPuZI2oQG6.jpg,42.149697,8.1,6778
tt0110322,Legends of the Fall,After the Fall from Innocence the Legend begins.,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",/uh0sJcx3SLtclJSuKAXl6Tt6AV0.jpg,12.199047,7.2,636
tt0109836,Mary Shelley's Frankenstein,Be Warned.  It's Alive,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",/uG0YLHdiBuWBv99MLwthucsvKLZ.jpg,14.287753,6.1,272
tt0110632,Natural Born Killers,The Media Made Them Superstars.,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,/w5sruoTQ87PFAGRJQyyaCOM1C4A.jpg,11.226856,6.9,927
tt0114069,Outbreak,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,13.676444,6.4,522
tt0110413,Leon: The Professional,"If you want a job done well, hire a professional.","Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",/gE8S02QUOhVnAmYu4tcrBlMTujz.jpg,20.477329,8.2,4293
tt0110912,Pulp Fiction,Just because you are a character doesn't mean you have character.,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",/dM2w364MScsjFf8pfMbaWUcWrR.jpg,140.950236,8.3,8670
tt0111255,The Specialist,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",/flK0OtdFRvfbs5BixEqU327H8ZB.jpg,10.388183,5.5,317
tt0111282,Stargate,It will take you a million light years from home. But will it bring you back?,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",/39WsfbB5BshvdbPAYRFXdsjC481.jpg,13.328924,6.8,942
tt0111161,The Shawshank Redemption,Fear can hold you prisoner. Hope can set you free.,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg,51.645403,8.5,8358
tt0114694,Tommy Boy,"If at first you don't succeed, lower your standards.","Party animal Tommy Callahan is a few cans short of a six-pack. But when the family business starts tanking, it's up to Tommy and number-cruncher Richard Hayden to save the day.",/lbsuDUaTH9POXWb4Inyck8gZFck.jpg,11.971318,6.8,321
tt0108550,What's Eating Gilbert Grape,A film about the love you find...In the last place you look.,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",/jQLoOPwNxyILwDbdhn9DsfQz0Sg.jpg,10.3919,7.5,943
tt0114924,While You Were Sleeping,A story about love at second sight.,"A love story built on a misunderstanding. A transit worker pulls commuter Peter off the tracks after he's mugged. But while he's in a coma, his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",/9StV7DX4ZtRZGJs9VcVEPvxIKL6.jpg,15.783615,6.5,340
tt0109040,Ace Ventura: Pet Detective,"He's the best there is! (Actually, he's the only one there is.)","He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!",/nZirljb8XYbKTWsRQTplDGhx39Q.jpg,11.247957,6.4,1684
tt0104779,Bitter Moon,A kinky voyage with a full head of steam.,"An embittered husband, paralyzed and in a wheelchair, buttonholes a complete stranger and begins to tell him the story of his marriage. The stranger would like to escape, but cannot. For one thing he grows fascinated by the story. For another he is mesmerized by the man's wife, who has perfected that trick of looking a man boldly in the eye until, by looking away, he concedes sexual supremacy.",/sUiqWj0k5oPcThd1WaXvt9Vymzr.jpg,11.298195,7.0,115
tt0109446,The Client,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.",/bCWpxGGcP9DsCLwfNpnfcl1vLk8.jpg,15.263829,6.4,287
tt0109506,The Crow,Real love is forever.,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge.",/vrQZSCP3WeYXCTXdJQ6mXgxb9L4.jpg,15.799336,7.3,980
tt0109813,The Flintstones,Yabba-Dabba-Doo!,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,/dnYXJZgstixBsOjF4JJrPCDRd2n.jpg,15.019586,5.0,559
tt0109830,Forrest Gump,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.","A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",/yE5d3BUhE8hCnkMUJOo1QDoOGNz.jpg,48.307194,8.2,8147
tt0110167,It Could Happen to You,A cop. A waitress. A lottery ticket.,"Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.",/4SSjiAa592zTqko7hHdKcj5d5cS.jpg,11.272073,6.1,154
tt0110213,The Jungle Book,,"Raised by wild animals since childhood, Mowgli is drawn away from the jungle by the beautiful Kitty. But Mowgli must eventually face corrupt Capt. Boone, who wants both Kitty's hand and the treasures of Monkey City – a place only Mowgli can find.",/6BhybPISxk116taUo9J76tVo1hs.jpg,10.714235,5.9,107
tt0110357,The Lion King,Life's greatest adventure is finding your place in the Circle of Life.,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,/bKPtXn9n4M4s8vvZrbw40mYsefB.jpg,21.605761,8.0,5520
tt0110475,The Mask,From zero to hero.,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",/v8x8p441l1Bep8p82pAG6rduBoK.jpg,14.13488,6.6,2550
tt0110478,Maverick,"In their hands, a deck of cards was the only thing more dangerous than a gun.","Maverick is a gambler who would rather con someone than fight them. He needs an additional three thousand dollars in order to enter a Winner Take All poker game that begins in a few days. He tries to win some, tries to collect a few debts, and recover a little loot for the reward. He joins forces with a woman gambler with a marvelous southern accent as the two both try and enter the game.",/oGSiAJTT9BxN3sxrg4Fyfc8ElGg.jpg,15.050326,6.6,490
